Assembly name,version,Species name,Common name,Ploidy=Chr,haplotype,NCBI GenBank ID,Link (download),assembly quality (ie: Gold  draft  etc),Sequencer Reads,Assembly Method,Total Length (bp),N50 Length (bp),L50 (#),Contig (#),Number of Gaps,Link (FTP),Publication (PUBMED ID)
ASM4423139v1,,Chrysosplenium macrophyllum,NA,2n=,haploid,GCA_044231395.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044231395.1/,Chromosome,Oxford Nanopore Technologies,NextDenovo v. 2.5.0,2488207309,2463466,294,1751,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/231/395/GCA_044231395.1_ASM4423139v1/GCA_044231395.1_ASM4423139v1_genomic.fna.gz,NA
ddCarFlex1.1,,Cardamine flexuosa,woodland bittercress,2n=,haploid,GCA_963555745.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963555745.1/,Chromosome,PacBio Arima2,various,204516775,2477049,25,344,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/555/745/GCA_963555745.1_ddCarFlex1.1/GCA_963555745.1_ddCarFlex1.1_genomic.fna.gz,NA
ASM1609759v1,,Eucalyptus pumila,NA,2n=,haploid,GCA_016097595.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_016097595.1/,Chromosome,Oxford Nanopore MinION,Canu v. 2,529708466,2492893,53,473,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/595/GCA_016097595.1_ASM1609759v1/GCA_016097595.1_ASM1609759v1_genomic.fna.gz,NA
ASM2056784v1,,Rhododendron henanense subsp. lingbaoense,NA,2n=,haploid,GCA_020567845.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020567845.1/,Chromosome,PacBio Sequel II,mecat2 v. Dec-2019,634072283,2508181,66,732,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/567/845/GCA_020567845.1_ASM2056784v1/GCA_020567845.1_ASM2056784v1_genomic.fna.gz,34652864
lpLuzPall1.1,,Luzula pallescens,NA,2n=,haploid,GCA_964274315.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964274315.1/,Chromosome,PacBio Arima2,various,337627111,2513555,43,226,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/274/315/GCA_964274315.1_lpLuzPall1.1/GCA_964274315.1_lpLuzPall1.1_genomic.fna.gz,NA
GTX0488_nuclear_assembly,,Coccomyxa viridis,NA,2n=,haploid,GCA_963575595.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963575595.1/,Contig,PromethION Illumina NovaSeq 6000,Flye (v2.9-b17680),45727155,2525122,7,18,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/575/595/GCA_963575595.1_GTX0488_nuclear_assembly/GCA_963575595.1_GTX0488_nuclear_assembly_genomic.fna.gz,NA
ASM2020555v1,,Panax stipuleanatus,NA,2n=,haploid,GCA_020205555.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020205555.1/,Chromosome,PacBio,FALCON v. DEC-2019,1963585070,2527791,230,5328,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/205/555/GCA_020205555.1_ASM2020555v1/GCA_020205555.1_ASM2020555v1_genomic.fna.gz,NA
KIB_Pedu_3,,Phyllostachys edulis,mosochiku,2n=,haploid,GCA_036346405.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036346405.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 1.0.0,2034446953,2530630,224,1933,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/346/405/GCA_036346405.1_KIB_Pedu_3/GCA_036346405.1_KIB_Pedu_3_genomic.fna.gz,NA
ASM1111435v1,,Carex littledalei,NA,2n=,haploid,GCA_011114355.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_011114355.1/,Chromosome,PacBio Sequel,FALCON v. 0.3.0,373821875,2548827,45,522,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/114/355/GCA_011114355.1_ASM1111435v1/GCA_011114355.1_ASM1111435v1_genomic.fna.gz,NA
ASM1418269v1,,Eucalyptus albens,NA,2n=,haploid,GCA_014182695.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_014182695.1/,Chromosome,Oxford Nanopore MinION,Canu v. 1.9,606885336,2549117,69,674,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/182/695/GCA_014182695.1_ASM1418269v1/GCA_014182695.1_ASM1418269v1_genomic.fna.gz,NA
Rrub_v1,,Rhodamnia rubescens,scrub turpentine,2n=,haploid,GCA_021437795.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021437795.1/,Scaffold,Oxford Nanopore MinION; Illumina NovaSeq,NECAT v. 20200120,353991814,2558349,41,294,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/437/795/GCA_021437795.1_Rrub_v1/GCA_021437795.1_Rrub_v1_genomic.fna.gz,NA
ASM3121628v1,,Syzygium syzygioides,NA,2n=,haploid,GCA_031216285.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_031216285.1/,Chromosome,Oxford Nanopore; Illumina,Flye v. 2.9,431013778,2561563,56,429,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/216/285/GCA_031216285.1_ASM3121628v1/GCA_031216285.1_ASM3121628v1_genomic.fna.gz,NA
lpCarSylv1.1,,Carex sylvatica,NA,2n=,haploid,GCA_964058815.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964058815.1/,Chromosome,PacBio Arima2,various,363199551,2566127,44,251,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/058/815/GCA_964058815.1_lpCarSylv1.1/GCA_964058815.1_lpCarSylv1.1_genomic.fna.gz,NA
ASM4730212v1,,Rhododendron micranthum,NA,2n=,haploid,GCA_047302125.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_047302125.1/,Chromosome,PacBio RSII,CANU v. 1.8; BioNano Solve v. 3.1_08232017,563166617,2574379,66,498,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/302/125/GCA_047302125.1_ASM4730212v1/GCA_047302125.1_ASM4730212v1_genomic.fna.gz,NA
ASM4086908v1,,Codonopsis pilosula,NA,2n=,haploid,GCA_040869085.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040869085.1/,Chromosome,PacBio,nextdenovo v. 2.5,679201002,2577071,70,1578,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/869/085/GCA_040869085.1_ASM4086908v1/GCA_040869085.1_ASM4086908v1_genomic.fna.gz,NA
arahy.TennRed.gnm1,,Arachis hypogaea subsp. fastigiata,NA,2n=,haploid,GCA_022829005.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_022829005.1/,Chromosome,PacBio CLR,Canu v. 1.9; Arrow v. v2020,2535126769,2585762,262,3241,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/829/005/GCA_022829005.1_arahy.TennRed.gnm1/GCA_022829005.1_arahy.TennRed.gnm1_genomic.fna.gz,NA
NIFOS_PopDav_1.0,,Populus davidiana,NA,2n=,haploid,GCA_030145905.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030145905.1/,Chromosome,PacBio Sequel,FALCON-Unzip v. 1.8,407852175,2591610,46,541,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/145/905/GCA_030145905.1_NIFOS_PopDav_1.0/GCA_030145905.1_NIFOS_PopDav_1.0_genomic.fna.gz,NA
ASM3044892v1,,Citrus hongheensis,Honghe papeda,2n=,haploid,GCA_030448925.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030448925.1/,Contig,Oxford Nanopore,SMARTdenovo v. default,354626600,2606256,38,651,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/448/925/GCA_030448925.1_ASM3044892v1/GCA_030448925.1_ASM3044892v1_genomic.fna.gz,NA
Celongata_SAG216_3B_v1,,Coccomyxa elongata,NA,2n=,haploid,GCA_964261555.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964261555.1/,Scaffold,OXFORD_NANOPORE  ILLUMINA  PACBIO_SMRT,Canu,51388890,2614173,9,25,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/261/555/GCA_964261555.1_Celongata_SAG216_3B_v1/GCA_964261555.1_Celongata_SAG216_3B_v1_genomic.fna.gz,NA
CSIRO_Dcho_v1.0,,Diplosphaera chodatii,NA,2n=,haploid,GCA_032358165.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032358165.1/,Contig,Illumina NextSeq; PacBio Sequel,Flye v. 2022; Pilon v. 2022,85361789,2626102,14,61,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/358/165/GCA_032358165.1_CSIRO_Dcho_v1.0/GCA_032358165.1_CSIRO_Dcho_v1.0_genomic.fna.gz,NA
ASM3121618v1,,Syzygium aqueum,NA,2n=,haploid,GCA_031216185.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_031216185.1/,Chromosome,Oxford Nanopore; Illumina,Flye v. 2.9,391840032,2628279,48,343,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/216/185/GCA_031216185.1_ASM3121618v1/GCA_031216185.1_ASM3121618v1_genomic.fna.gz,NA
ddAraHirs1.hap2.1,,Arabis hirsuta,hairy rockcress,2n=,haploid,GCA_964056645.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964056645.1/,Scaffold,PacBio Arima2,various,576794627,2635385,66,554,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/056/645/GCA_964056645.1_ddAraHirs1.hap2.1/GCA_964056645.1_ddAraHirs1.hap2.1_genomic.fna.gz,NA
lpCarAcui1.hap2.1,,Carex acutiformis,NA,2n=,haploid,GCA_964417035.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964417035.1/,Scaffold,PacBio Arima2,various,421207982,2655608,53,595,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/417/035/GCA_964417035.1_lpCarAcui1.hap2.1/GCA_964417035.1_lpCarAcui1.hap2.1_genomic.fna.gz,NA
ASM4018255v1,,Coccomyxa subellipsoidea,NA,2n=,haploid,GCA_040182555.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040182555.1/,Scaffold,PacBio Sequel I,Flye v. 2.7-b1587,50866164,2655877,9,35,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/182/555/GCA_040182555.1_ASM4018255v1/GCA_040182555.1_ASM4018255v1_genomic.fna.gz,38789482
ASM1714032v1,,Eucalyptus leucophloia subsp. euroa,NA,2n=,haploid,GCA_017140325.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_017140325.1/,Chromosome,Oxford Nanopore MinION,Canu v. 2,568440194,2659363,56,382,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/325/GCA_017140325.1_ASM1714032v1/GCA_017140325.1_ASM1714032v1_genomic.fna.gz,NA
ddMarFaba1.0.a,,Marah fabacea,California manroot,2n=,alternate-pseudohaplotype,GCA_043882785.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_043882785.1/,Scaffold,Illumina NovaSeq; PacBio Sequel; Dovetail Omni-C,HiFiasm v. 0.19.5-r592; SALSA v. 2; YAGCloser v. https://github.com/merlyescalona/yagcloser (commit 23d4fe9); Rapid curation v. https://gitlab.com/wtsi-grit/rapid-curation (commit 4ddca450),962148240,2661924,118,936,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/882/785/GCA_043882785.1_ddMarFaba1.0.a/GCA_043882785.1_ddMarFaba1.0.a_genomic.fna.gz,NA
UNAM_Cfic_1.0,,Cucurbita ficifolia,figleaf gourd,2n=,haploid,GCA_033971965.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033971965.1/,Chromosome,Illumina HiSeq; PacBio Sequel,Platanus v. 1.2.4; DBG2OLC v. 1.0; minimap v. 2; racon v. 1.4.3; Pilon v. 1.21; RaGOO v. 1.1,240586616,2670869,27,638,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/971/965/GCA_033971965.1_UNAM_Cfic_1.0/GCA_033971965.1_UNAM_Cfic_1.0_genomic.fna.gz,NA
cbHyoArmo16.1,,Hyocomium armoricum,NA,2n=,haploid,GCA_964235365.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964235365.1/,Chromosome,PacBio Arima2,various,333555275,2681466,40,509,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/235/365/GCA_964235365.1_cbHyoArmo16.1/GCA_964235365.1_cbHyoArmo16.1_genomic.fna.gz,NA
drTriStri1.hap1.1,,Trifolium striatum,NA,2n=,haploid,GCA_964059935.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964059935.1/,Chromosome,PacBio Arima2,various,372121512,2686173,47,285,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/059/935/GCA_964059935.1_drTriStri1.hap1.1/GCA_964059935.1_drTriStri1.hap1.1_genomic.fna.gz,NA
Hedin2 genome v1,,Vicia faba,fava bean,2n=,haploid,GCA_948472305.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_948472305.1/,Chromosome,PacBio HiFi,Hifiasm,11913970027,2690581,1249,9312,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/472/305/GCA_948472305.1_Hedin2_genome_v1/GCA_948472305.1_Hedin2_genome_v1_genomic.fna.gz,NA
MQ-UA-ANU_Oaus-KR_2.0,,Oryza australiensis,NA,2n=,haploid,GCA_019925245.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019925245.2/,Contig,Oxford Nanopore MinION,Canu v. MARCH-2020,858859173,2690911,83,850,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/245/GCA_019925245.2_MQ-UA-ANU_Oaus-KR_2.0/GCA_019925245.2_MQ-UA-ANU_Oaus-KR_2.0_genomic.fna.gz,NA
KIB_Bamp_2,,Bonia amplexicaulis,NA,2n=,haploid,GCA_036346245.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036346245.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 1.0.0,850033597,2704262,74,1578,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/346/245/GCA_036346245.1_KIB_Bamp_2/GCA_036346245.1_KIB_Bamp_2_genomic.fna.gz,NA
ASM4093798v1,,Tacca leontopetaloides,tia,2n=,haploid,GCA_040937985.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040937985.1/,Contig,Oxford Nanopore,nextdenovo v. 2.5,280818447,2704490,26,543,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/937/985/GCA_040937985.1_ASM4093798v1/GCA_040937985.1_ASM4093798v1_genomic.fna.gz,NA
dhFagSylv1.hap1.1,,Fagus sylvatica,European beech,2n=,haploid,GCA_964211995.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964211995.1/,Chromosome,PacBio Arima2,various,484128189,2707873,56,444,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/211/995/GCA_964211995.1_dhFagSylv1.hap1.1/GCA_964211995.1_dhFagSylv1.hap1.1_genomic.fna.gz,NA
CPIR1,,Pinus tabuliformis,southern Chinese pine,2n=,haploid,GCA_031772625.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_031772625.1/,Chromosome,PacBio Sequel,Canu v. 1.8,24404305042,2738086,2523,15385,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/772/625/GCA_031772625.1_CPIR1/GCA_031772625.1_CPIR1_genomic.fna.gz,34965378
COCOBI_1.0,,Coccomyxa sp. Obi,NA,2n=,haploid,GCA_020887355.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020887355.1/,Chromosome,PacBio RSII,SMART Analysis v. 2.3.0.,50164101,2738301,8,20,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/887/355/GCA_020887355.1_COCOBI_1.0/GCA_020887355.1_COCOBI_1.0_genomic.fna.gz,NA
ICMM_Pfru_2.0,,Perilla frutescens var. frutescens,NA,2n=,haploid,GCA_019511825.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019511825.2/,Scaffold,PacBio Sequel,Canu v. 1.5,1234294164,2738655,137,2228,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/511/825/GCA_019511825.2_ICMM_Pfru_2.0/GCA_019511825.2_ICMM_Pfru_2.0_genomic.fna.gz,34535649
ASM1011995v1,,Papaver somniferum,opium poppy,2n=,haploid,GCA_010119955.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_010119955.1/,Chromosome,Illumina,Phase Genomics' Proximo Hi-C genome scaffolding platform v. 2019; Juicebox v. 1.9.1,189986521,2739586,23,646,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/119/955/GCA_010119955.1_ASM1011995v1/GCA_010119955.1_ASM1011995v1_genomic.fna.gz,NA
ASM2933915v1,,Prunus mume,Japanese apricot,2n=,haploid,GCA_029339155.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_029339155.1/,Chromosome,Illumina; Oxford Nanopore,SOAPdenovo v. MAY-2010; SMARTdenovo v. DEC-2015,237731474,2748054,25,241,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/339/155/GCA_029339155.1_ASM2933915v1/GCA_029339155.1_ASM2933915v1_genomic.fna.gz,34861048
ASM2190535v1,,Salix arbutifolia,NA,2n=,haploid,GCA_021905355.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021905355.1/,Chromosome,Oxford Nanopore GridION,Canu v. SEP-2018,323960171,2751606,36,750,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/905/355/GCA_021905355.1_ASM2190535v1/GCA_021905355.1_ASM2190535v1_genomic.fna.gz,NA
Hca.v20180122,,Hibiscus cannabinus,bimli-jute,2n=,haploid,GCA_047302245.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_047302245.1/,Chromosome,PacBio Sequel,CANU v. 2.0,1077307171,2766477,96,2629,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/302/245/GCA_047302245.1_Hca.v20180122/GCA_047302245.1_Hca.v20180122_genomic.fna.gz,31975524
ASM3271936v1,,Prinsepia uniflora,NA,2n=,haploid,GCA_032719365.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032719365.1/,Chromosome,PacBio Sequel,hifiasm v. 0.14,1272310984,2774639,137,848,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/719/365/GCA_032719365.1_ASM3271936v1/GCA_032719365.1_ASM3271936v1_genomic.fna.gz,NA
ddVioOdor1.1,,Viola odorata,NA,2n=,haploid,GCA_963691705.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963691705.1/,Chromosome,PacBio Arima2,various,698524199,2779843,82,509,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/691/705/GCA_963691705.1_ddVioOdor1.1/GCA_963691705.1_ddVioOdor1.1_genomic.fna.gz,NA
drCorSuec2.1,,Cornus suecica,Lapland cornel,2n=,haploid,GCA_963922005.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963922005.1/,Chromosome,PacBio Arima2,various,849070554,2787649,99,593,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/922/005/GCA_963922005.1_drCorSuec2.1/GCA_963922005.1_drCorSuec2.1_genomic.fna.gz,NA
Cinchona_pubescens_v1.0,,Cinchona pubescens,quinine,2n=,haploid,GCA_025175665.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_025175665.1/,Contig,Oxford Nanopore PromethION; Illumina HiSeq,CANU v. 2.2; SMARTdenovo v. 1.0,889470648,2788273,92,611,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/175/665/GCA_025175665.1_Cinchona_pubescens_v1.0/GCA_025175665.1_Cinchona_pubescens_v1.0_genomic.fna.gz,NA
ASM1714061v1,,Eucalyptus cladocalyx,NA,2n=,haploid,GCA_017140615.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_017140615.1/,Chromosome,Oxford Nanopore MinION,Canu v. 2,544042699,2796550,58,390,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/615/GCA_017140615.1_ASM1714061v1/GCA_017140615.1_ASM1714061v1_genomic.fna.gz,NA
ddCalVulg4.hap1.1,,Calluna vulgaris,heather flower,2n=,haploid,GCA_964145725.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964145725.1/,Chromosome,PacBio Arima2,various,521774540,2806661,54,605,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/145/725/GCA_964145725.1_ddCalVulg4.hap1.1/GCA_964145725.1_ddCalVulg4.hap1.1_genomic.fna.gz,NA
ASM3795736v1,,Torreya grandis,Chinese nutmeg-yew,2n=,haploid,GCA_037957365.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037957365.1/,Contig,PacBio RSII,HiFiasm v. 1.0,19050819972,2821177,2100,11817,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/957/365/GCA_037957365.1_ASM3795736v1/GCA_037957365.1_ASM3795736v1_genomic.fna.gz,36898990
ASM4292456v1,,Astragalus membranaceus,NA,2n=,haploid,GCA_042924565.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_042924565.1/,Chromosome,Oxford Nanopore,Hi-C v. 2022,1439603185,2822656,148,1060,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/924/565/GCA_042924565.1_ASM4292456v1/GCA_042924565.1_ASM4292456v1_genomic.fna.gz,NA
ASM1418300v1,,Castanea mollissima,Chinese chestnut,2n=,haploid,GCA_014183005.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_014183005.1/,Scaffold,PacBio Sequel,WTDBG v. 1.2.8,688929566,2828629,69,671,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/183/005/GCA_014183005.1_ASM1418300v1/GCA_014183005.1_ASM1418300v1_genomic.fna.gz,NA
ASM1514329v1,,Tetracentron sinense,NA,2n=,haploid,GCA_015143295.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015143295.1/,Chromosome,PacBio Sequel,SMARTDENOVO v. TSv1.1,1160233978,2835321,99,2617,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/143/295/GCA_015143295.1_ASM1514329v1/GCA_015143295.1_ASM1514329v1_genomic.fna.gz,33267872
Genome assembly Closterium sp. Naga37s-1,,Closterium sp. Naga37s-1,NA,2n=,haploid,GCA_947471745.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947471745.1/,Contig,PacBio Sequel  Illumina HiSeq 3000,canu,975230015,2838063,111,1247,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/471/745/GCA_947471745.1_Genome_assembly_Closterium_sp._Naga37s-1/GCA_947471745.1_Genome_assembly_Closterium_sp._Naga37s-1_genomic.fna.gz,NA
ASM1488494v1,,Populus deltoides,NA,2n=,haploid,GCA_014884945.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_014884945.1/,Contig,PacBio Sequel,Canu v. 1.8,413659111,2839540,44,565,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/884/945/GCA_014884945.1_ASM1488494v1/GCA_014884945.1_ASM1488494v1_genomic.fna.gz,NA
dcOpuBasi1.0.a,,Opuntia basilaris var. basilaris,NA,2n=,alternate-pseudohaplotype,GCA_043229025.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_043229025.1/,Scaffold,Illumina NovaSeq; PacBio Sequel; Dovetail Omni-C,HiFiasm v. 0.19.5-r592; SALSA v. 2; YAGCloser v. https://github.com/merlyescalona/yagcloser (commit 23d4fe9); Rapid curation v. https://gitlab.com/wtsi-grit/rapid-curation (commit 4ddca450),963755678,2854682,68,1137,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/229/025/GCA_043229025.1_dcOpuBasi1.0.a/GCA_043229025.1_dcOpuBasi1.0.a_genomic.fna.gz,NA
ASM1902265v1,,Acacia acuminata,raspberry jam,2n=,haploid,GCA_019022655.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019022655.1/,Contig,Oxford Nanopore MinION,Canu v. 2.0,879910866,2857318,90,632,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/022/655/GCA_019022655.1_ASM1902265v1/GCA_019022655.1_ASM1902265v1_genomic.fna.gz,NA
ENVS_GUPI-18cp,,Deuterostichococcus epilithicus,NA,2n=,haploid,GCA_033439295.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033439295.1/,Scaffold,Illumina NextSeq; Oxford Nanopore MinION,Flye v. 2.8.3-b1695,46498235,2858685,7,24,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/439/295/GCA_033439295.1_ENVS_GUPI-18cp/GCA_033439295.1_ENVS_GUPI-18cp_genomic.fna.gz,NA
KIB_Aluo_1,,Ampelocalamus luodianensis,NA,2n=,haploid,GCA_036346255.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036346255.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 1.0.0,1659904169,2865281,139,1389,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/346/255/GCA_036346255.1_KIB_Aluo_1/GCA_036346255.1_KIB_Aluo_1_genomic.fna.gz,NA
ASM4020674v1,,Trebouxia sp. C0006,NA,2n=,haploid,GCA_040206745.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040206745.1/,Contig,PacBio Sequel I,Flye v. 2.7-b1587,68275875,2877217,10,63,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/206/745/GCA_040206745.1_ASM4020674v1/GCA_040206745.1_ASM4020674v1_genomic.fna.gz,38789482
ASM3507818v1,,Fraxinus americana,white ash,2n=,alternate-pseudohaplotype,GCA_035078185.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_035078185.1/,Chromosome,PacBio,SOAPdenovo v. 1.0,877425684,2887041,79,717,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/078/185/GCA_035078185.1_ASM3507818v1/GCA_035078185.1_ASM3507818v1_genomic.fna.gz,37778585
ASM1834077v1,,Taxus wallichiana var. yunnanensis,NA,2n=,haploid,GCA_018340775.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018340775.1/,Chromosome,Illumina NovaSeq,SMARTdenovo v. 2018-02-19T00:00:00,10737203084,2892145,1021,11280,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/340/775/GCA_018340775.1_ASM1834077v1/GCA_018340775.1_ASM1834077v1_genomic.fna.gz,NA
ASM2351283v1,,Taxillus chinensis,NA,2n=,haploid,GCA_023512835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023512835.1/,Chromosome,Nanopore; DNBSEQ; Hi-C,Necat v. Mar-2021; Racon v. Mar-2021,521683264,2895698,52,886,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/512/835/GCA_023512835.1_ASM2351283v1/GCA_023512835.1_ASM2351283v1_genomic.fna.gz,35482027
lpCarDivu1.1,,Carex divulsa,NA,2n=,haploid,GCA_964058785.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964058785.1/,Chromosome,PacBio Arima2,various,388260220,2899343,44,240,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/058/785/GCA_964058785.1_lpCarDivu1.1/GCA_964058785.1_lpCarDivu1.1_genomic.fna.gz,NA
